Initializing benchmark subset...
Discovered 2000 files for benchmarking.

--- RUNTIME ANALYSIS ---
Total files scanned: 2000
Total time elapsed:  12.6704 seconds
Throughput:          157.92 files/second
Findings discovered: 7395
------------------------
         7288097 function calls (7279784 primitive calls) in 14.357 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 _fields.py:191(update_field_from_config)
      346    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      317    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:614(Final)
        1    0.000    0.000    0.000    0.000 table.py:358(CellGroup)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       30    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        3    0.000    0.000    0.000    0.000 _namespace_utils.py:232(types_namespace)
       13    0.000    0.000    0.000    0.000 {built-in method pydantic_core._pydantic_core.to_jsonable_python}
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:772(create_module)
        5    0.000    0.000    0.000    0.000 __init__.py:194(__init_subclass__)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:229(MultipleOf)
        1    0.000    0.000    0.000    0.000 process.py:67(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:27(AppProtocolState)
        1    0.000    0.000    0.000    0.000 converter.py:383(HTMLConverter)
       10    0.000    0.000    0.000    0.000 inspect.py:391(_has_code_flag)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
      109    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      345    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       10    0.000    0.000    0.000    0.000 enum.py:1367(_iter_member_by_def_)
      252    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 runners.py:15(_State)
        1    0.000    0.000    0.000    0.000 __init__.py:322(Predicate)
       33    0.000    0.000    0.000    0.000 inspect.py:1953(_signature_get_user_defined_method)
       17    0.000    0.000    0.000    0.000 _parser.py:256(getwhile)
      227    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       90    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        6    0.000    0.000    0.000    0.000 _model_construction.py:338(__pydantic_fields_complete__)
        1    0.000    0.000    0.000    0.000 spawn.py:81(get_command_line)
        1    0.000    0.000    0.000    0.000 tarfile.py:715(TarInfo)
       34    0.000    0.000    0.000    0.000 enum.py:192(__get__)
       65    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 psparser.py:33(PSLiteral)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 file_ingestor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:928(__or__)
       13    0.000    0.000    0.000    0.000 introspection.py:578(_unpack_annotated)
        1    0.000    0.000    0.000    0.000 ssl.py:477(Purpose)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(exec_module)
        1    0.000    0.000    0.000    0.000 annotated_handlers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:60(Pipe)
        3    0.000    0.000    0.000    0.000 message.py:615(get_content_maintype)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
       39    0.000    0.000    0.000    0.000 _generate_schema.py:246(filter_field_decorator_info_by_field)
        1    0.000    0.000    0.000    0.000 tokenize.py:408(tokenize)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        1    0.000    0.000    0.000    0.000 mupdf.py:31921(FzPixmap)
        2    0.000    0.000    0.000    0.000 subprocess.py:300(_args_from_interpreter_flags)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       26    0.000    0.000    0.000    0.000 _generate_schema.py:2905(push)
        8    0.000    0.000    0.000    0.000 core_schema.py:889(str_schema)
        1    0.000    0.000    0.000    0.000 datetime.py:2297(timezone)
        1    0.000    0.000    0.000    0.000 mupdf.py:64952(fz_set_warning_callback)
       29    0.000    0.000    0.000    0.000 _model_construction.py:285(__getattr__)
      129    0.000    0.000    0.000    0.000 dataclasses.py:1238(<genexpr>)
      122    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 mupdf.py:64931(set_diagnostic_callback)
      242    0.000    0.000    0.000    0.000 inspect.py:2735(name)
        1    0.000    0.000    0.000    0.000 process.py:80(__init__)
       59    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:816(shutdown)
        3    0.000    0.000    0.000    0.000 _decorators.py:505(_decorator_infos_for_class)
       63    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        1    0.000    0.000    0.000    0.000 mupdf.py:43170(PdfProcessor2)
        6    0.000    0.000    0.000    0.000 _config.py:202(<dictcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       17    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
       19    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
      257    0.000    0.000    0.000    0.000 enum.py:1145(__init__)
        1    0.000    0.000    0.000    0.000 base_events.py:387(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 layout.py:468(LTTextLine)
        1    0.000    0.000    0.000    0.000 json_schema.py:2721(Examples)
       24    0.000    0.000    0.000    0.000 typing.py:2110(__hash__)
       88    0.000    0.000    0.000    0.000 typing.py:1659(_value_and_type_iter)
       91    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 __init__.py:586(Annot)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 introspection.py:346(_UnknownTypeEnum)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
        1    0.000    0.000    0.000    0.000 ssl.py:1006(SSLSocket)
        1    0.000    0.000    0.000    0.000 _docs_extraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spawn.py:1(<module>)
      205    0.000    0.000    0.000    0.000 inspect.py:2747(kind)
       73    0.000    0.000    0.000    0.000 typing.py:2104(__eq__)
      135    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        8    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
        6    0.000    0.000    0.000    0.000 utils.py:96(deprecated)
       28    0.000    0.000    0.000    0.000 dataclasses.py:306(__set_name__)
        2    0.000    0.000    0.000    0.000 mupdf.py:64909(__init__)
        6    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
       17    0.000    0.000    0.000    0.000 dataclasses.py:1128(_get_slots)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1446(current_thread)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
        1    0.000    0.000    0.000    0.000 fields.py:105(FieldInfo)
       13    0.000    0.000    0.000    0.000 enum.py:921(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:350(GenerateSchema)
        1    0.000    0.000    0.000    0.000 cmapdb.py:316(CMapParser)
      256    0.000    0.000    0.000    0.000 {method 'is_symlink' of 'posix.DirEntry' objects}
       12    0.000    0.000    0.000    0.000 inspect.py:2083(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 mupdf.py:23155(FzBuffer)
       49    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4311(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:219(is_python_build)
       33    0.000    0.000    0.000    0.000 typing.py:1791(<genexpr>)
        6    0.000    0.000    0.000    0.000 _config.py:93(__init__)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:140(basename)
       39    0.000    0.000    0.000    0.000 typing.py:874(__hash__)
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
        1    0.000    0.000    0.000    0.000 utils.py:130(Enum)
        1    0.000    0.000    0.000    0.000 tokenize.py:299(detect_encoding)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
       51    0.000    0.000    0.000    0.000 _schema_gather.py:69(traverse_metadata)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_iso2022.getcodec}
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
      129    0.000    0.000    0.000    0.000 dataclasses.py:1152(<genexpr>)
       29    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
        7    0.000    0.000    0.000    0.000 typing.py:1003(__typing_subst__)
       81    0.000    0.000    0.000    0.000 typing_extensions.py:760(__hash__)
        1    0.000    0.000    0.000    0.000 _signature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       35    0.000    0.000    0.000    0.000 typing_extensions.py:2925(__init__)
        5    0.000    0.000    0.000    0.000 resource_tracker.py:142(_check_alive)
        2    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1243(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1677(__new__)
        2    0.000    0.000    0.000    0.000 mupdf.py:58834(__init__)
       12    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
       26    0.000    0.000    0.000    0.000 inspect.py:755(_is_wrapper)
      104    0.000    0.000    0.000    0.000 fields.py:257(<genexpr>)
      115    0.000    0.000    0.000    0.000 contextlib.py:425(__init__)
       12    0.000    0.000    0.000    0.000 _namespace_utils.py:283(push)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        4    0.000    0.000    0.000    0.000 enum.py:1747(<listcomp>)
       15    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
      105    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 popen_fork.py:1(<module>)
       60    0.000    0.000    0.000    0.000 typing.py:437(__repr__)
        2    0.000    0.000    0.000    0.000 __init__.py:567(discover)
        3    0.000    0.000    0.000    0.000 <frozen os>:773(getenv)
        1    0.000    0.000    0.000    0.000 utils.py:95(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1076(__init__)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:484(SSLContext)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1854(_split_scope_id)
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1680(__new__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
       21    0.000    0.000    0.000    0.000 _generate_schema.py:384(_config_wrapper)
        6    0.000    0.000    0.000    0.000 _config.py:323(prepare_config)
       38    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
        2    0.000    0.000    0.000    0.000 reduction.py:38(__init__)
        1    0.000    0.000    0.000    0.000 mupdf.py:35806(FzStream)
        5    0.000    0.000    0.000    0.000 _generate_schema.py:2807(create_definition_reference_schema)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       13    0.000    0.000    0.000    0.000 enum.py:349(__init__)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:20303(JM_fitz_config)
        2    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.000    0.000 mupdf.py:2960(fz_device)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
      182    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        1    0.000    0.000    0.000    0.000 mupdf.py:25710(FzDocument)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1788(__new__)
        1    0.000    0.000    0.000    0.000 base.py:78(Cipher)
        3    0.000    0.000    0.000    0.000 _namespace_utils.py:89(data)
        1    0.000    0.000    0.000    0.000 mupdf.py:4004(fz_pwg_options)
       27    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
       49    0.000    0.000    0.000    0.000 typing.py:1665(__eq__)
        3    0.000    0.000    0.000    0.000 _model_construction.py:724(set_deprecated_descriptors)
       17    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       33    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
      122    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 __init__.py:15845(Story)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
       19    0.000    0.000    0.000    0.000 _utils.py:104(lenient_issubclass)
        1    0.000    0.000    0.000    0.000 __init__.py:8895(__init__)
       90    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x105171da0}
      124    0.000    0.000    0.000    0.000 __init__.py:89(<lambda>)
       10    0.000    0.000    0.000    0.000 enum.py:1357(_iter_member_by_value_)
       62    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
       22    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
